거래일자,거래시간,연료원,전력거래량(MWh)
2025-05-12,9,신재생(풍력),0.10152
2025-05-12,10,LNG,0
2025-05-12,10,기타,88.398848
2025-05-12,10,신재생(기타),163.884397
2025-05-12,10,신재생(태양광),220.042605
2025-05-12,10,신재생(풍력),0.279842
2025-05-12,11,LNG,0
2025-05-12,11,기타,113.901747
2025-05-12,11,신재생(기타),163.378615
2025-05-12,11,신재생(태양광),263.235882
2025-05-12,11,신재생(풍력),0.54054
2025-05-12,12,LNG,0
2025-05-12,12,기타,114.712818
2025-05-12,12,신재생(기타),128.985472
2025-05-12,12,신재생(태양광),283.50929
2025-05-12,12,신재생(풍력),0.05904
2025-05-12,13,LNG,0
2025-05-12,13,기타,114.291312
2025-05-12,13,신재생(기타),116.174381
2025-05-12,13,신재생(태양광),265.890769
2025-05-12,13,신재생(풍력),0.02286
2025-05-12,14,LNG,0
2025-05-12,14,기타,169.100427
2025-05-12,14,신재생(기타),111.824442
2025-05-12,14,신재생(태양광),263.139112
2025-05-12,14,신재생(풍력),1.08684
2025-05-12,15,LNG,0
2025-05-12,15,기타,178.974557
2025-05-12,15,신재생(기타),115.575726
2025-05-12,15,신재생(태양광),269.942801
2025-05-12,15,신재생(풍력),1.24056
2025-05-12,16,LNG,3.64287
2025-05-12,16,기타,167.076532
2025-05-12,16,신재생(기타),155.925869
2025-05-12,16,신재생(태양광),229.398563
2025-05-12,16,신재생(풍력),0.932963
2025-05-12,17,LNG,48.704558
2025-05-12,17,기타,119.072777
2025-05-12,17,신재생(기타),164.178863
2025-05-12,17,신재생(태양광),161.801547
2025-05-12,17,신재생(풍력),0.70949
2025-05-12,18,LNG,167.993084
2025-05-12,18,기타,60.506388
2025-05-12,18,신재생(기타),164.236844
2025-05-12,18,신재생(태양광),85.841963
2025-05-12,18,신재생(풍력),0.616492
2025-05-12,19,LNG,229.815768
2025-05-12,19,기타,25.934383
2025-05-12,19,신재생(기타),163.932329
2025-05-12,19,신재생(태양광),25.494441
2025-05-12,19,신재생(풍력),0.390507
2025-05-12,20,LNG,255.392662
2025-05-12,20,기타,24.673205
2025-05-12,20,신재생(기타),163.970829
2025-05-12,20,신재생(태양광),3.543195
2025-05-12,20,신재생(풍력),0.21006
2025-05-12,21,LNG,249.246984
2025-05-12,21,기타,24.401726
2025-05-12,21,신재생(기타),164.027083
2025-05-12,21,신재생(태양광),2.345208
2025-05-12,21,신재생(풍력),0.23238
2025-05-12,22,LNG,250.443648
2025-05-12,22,기타,22.895303
2025-05-12,22,신재생(기타),163.972533
2025-05-12,22,신재생(태양광),1.639824
2025-05-12,22,신재생(풍력),0.52074
2025-05-12,23,LNG,252.644042
2025-05-12,23,기타,27.198404
2025-05-12,23,신재생(기타),164.032989
2025-05-12,23,신재생(태양광),0.443576
2025-05-12,23,신재생(풍력),1.037454
2025-05-12,24,LNG,220.092978
2025-05-12,24,기타,36.156978
2025-05-12,24,신재생(기타),163.861489
2025-05-12,24,신재생(태양광),0.01522
2025-05-12,24,신재생(풍력),1.177865
2025-05-13,1,LNG,174.0907
2025-05-13,1,기타,43.289073
2025-05-13,1,신재생(기타),164.015426
2025-05-13,1,신재생(태양광),0.000224
2025-05-13,1,신재생(풍력),1.61928
2025-05-13,2,LNG,176.172808
2025-05-13,2,기타,47.491038
2025-05-13,2,신재생(기타),163.677435
2025-05-13,2,신재생(태양광),0.000568
2025-05-13,2,신재생(풍력),1.49292
2025-05-13,3,LNG,153.535466
2025-05-13,3,기타,68.737581
2025-05-13,3,신재생(기타),163.896661
2025-05-13,3,신재생(태양광),0.000288
2025-05-13,3,신재생(풍력),1.215
2025-05-13,4,LNG,99.73026
2025-05-13,4,기타,79.879956
2025-05-13,4,신재생(기타),163.804678
2025-05-13,4,신재생(태양광),0.000256
2025-05-13,4,신재생(풍력),1.15146
2025-05-13,5,LNG,99.81867
2025-05-13,5,기타,81.23391
2025-05-13,5,신재생(기타),163.71293
2025-05-13,5,신재생(태양광),0.000456
2025-05-13,5,신재생(풍력),1.1277
2025-05-13,6,LNG,99.75294
2025-05-13,6,기타,82.560784
2025-05-13,6,신재생(기타),163.783205
2025-05-13,6,신재생(태양광),0.613101
2025-05-13,6,신재생(풍력),1.30554
2025-05-13,7,LNG,99.77352
2025-05-13,7,기타,74.774907
2025-05-13,7,신재생(기타),163.72577
2025-05-13,7,신재생(태양광),19.038599
2025-05-13,7,신재생(풍력),0.82098
2025-05-13,8,LNG,91.08057
2025-05-13,8,기타,77.237839
2025-05-13,8,신재생(기타),164.074742
2025-05-13,8,신재생(태양광),83.333034
2025-05-13,8,신재생(풍력),0.463191
2025-05-13,9,LNG,9.09846
2025-05-13,9,기타,88.536616
2025-05-13,9,신재생(기타),163.976457
2025-05-13,9,신재생(태양광),162.328069
2025-05-13,9,신재생(풍력),0.449944
2025-05-13,10,LNG,0
2025-05-13,10,기타,103.101
2025-05-13,10,신재생(기타),163.811083
2025-05-13,10,신재생(태양광),225.980049
2025-05-13,10,신재생(풍력),0.576456
2025-05-13,11,LNG,0
2025-05-13,11,기타,109.045229
2025-05-13,11,신재생(기타),163.713845
2025-05-13,11,신재생(태양광),270.733064
2025-05-13,11,신재생(풍력),0.346438
2025-05-13,12,LNG,0
2025-05-13,12,기타,119.425068
2025-05-13,12,신재생(기타),163.638966
2025-05-13,12,신재생(태양광),288.624151
2025-05-13,12,신재생(풍력),0.35802
2025-05-13,13,LNG,0
2025-05-13,13,기타,137.54732
2025-05-13,13,신재생(기타),163.646892
2025-05-13,13,신재생(태양광),299.543674
2025-05-13,13,신재생(풍력),0.42426
2025-05-13,14,LNG,0
2025-05-13,14,기타,138.101397
2025-05-13,14,신재생(기타),163.654418
2025-05-13,14,신재생(태양광),301.231085
2025-05-13,14,신재생(풍력),0.37116
2025-05-13,15,LNG,0
2025-05-13,15,기타,120.359467
2025-05-13,15,신재생(기타),163.616459
2025-05-13,15,신재생(태양광),275.86046
2025-05-13,15,신재생(풍력),0.278643
2025-05-13,16,LNG,4.91883
2025-05-13,16,기타,99.961817
2025-05-13,16,신재생(기타),163.494419
2025-05-13,16,신재생(태양광),223.740071
2025-05-13,16,신재생(풍력),0.362611
2025-05-13,17,LNG,34.327706
2025-05-13,17,기타,78.003856
2025-05-13,17,신재생(기타),163.362172
2025-05-13,17,신재생(태양광),153.857006
2025-05-13,17,신재생(풍력),0.657703
2025-05-13,18,LNG,152.048554
2025-05-13,18,기타,50.907035
2025-05-13,18,신재생(기타),163.744678
2025-05-13,18,신재생(태양광),89.471349
2025-05-13,18,신재생(풍력),0.928022
2025-05-13,19,LNG,218.072274
2025-05-13,19,기타,32.852642
2025-05-13,19,신재생(기타),163.659028
2025-05-13,19,신재생(태양광),25.831898
2025-05-13,19,신재생(풍력),0.397752
2025-05-13,20,LNG,241.507854
2025-05-13,20,기타,62.490014
2025-05-13,20,신재생(기타),163.817713
2025-05-13,20,신재생(태양광),3.579925
2025-05-13,20,신재생(풍력),1.740247
2025-05-13,21,LNG,249.64009
2025-05-13,21,기타,115.559838
2025-05-13,21,신재생(기타),163.697162
2025-05-13,21,신재생(태양광),2.3809
2025-05-13,21,신재생(풍력),2.899384
2025-05-13,22,LNG,249.648
2025-05-13,22,기타,137.613514
2025-05-13,22,신재생(기타),163.791625
2025-05-13,22,신재생(태양광),1.673532
2025-05-13,22,신재생(풍력),2.781309
2025-05-13,23,LNG,183.809514
2025-05-13,23,기타,171.982044
2025-05-13,23,신재생(기타),163.915791
2025-05-13,23,신재생(태양광),0.434192
2025-05-13,23,신재생(풍력),2.85025
2025-05-13,24,LNG,172.637318
2025-05-13,24,기타,161.767336
2025-05-13,24,신재생(기타),163.845915
2025-05-13,24,신재생(태양광),0.014864
2025-05-13,24,신재생(풍력),4.062698
2025-05-14,1,LNG,174.409872
2025-05-14,1,기타,150.690835
2025-05-14,1,신재생(기타),163.898607
2025-05-14,1,신재생(태양광),0.0004
2025-05-14,1,신재생(풍력),6.1163
2025-05-14,2,LNG,174.651708
2025-05-14,2,기타,126.252954
2025-05-14,2,신재생(기타),163.898348
2025-05-14,2,신재생(태양광),0.000736
2025-05-14,2,신재생(풍력),4.112686
2025-05-14,3,LNG,175.348432
2025-05-14,3,기타,126.076392
2025-05-14,3,신재생(기타),163.892523
2025-05-14,3,신재생(태양광),0.000452
2025-05-14,3,신재생(풍력),5.020488
2025-05-14,4,LNG,175.223174
2025-05-14,4,기타,103.446016
2025-05-14,4,신재생(기타),163.876634
2025-05-14,4,신재생(태양광),0.000444
2025-05-14,4,신재생(풍력),5.610101
2025-05-14,5,LNG,175.249718
2025-05-14,5,기타,103.18525
2025-05-14,5,신재생(기타),163.893715
2025-05-14,5,신재생(태양광),0.000432
2025-05-14,5,신재생(풍력),2.875312
2025-05-14,6,LNG,175.576772
2025-05-14,6,기타,104.890075
2025-05-14,6,신재생(기타),163.882571
2025-05-14,6,신재생(태양광),0.737875
2025-05-14,6,신재생(풍력),3.831531
2025-05-14,7,LNG,171.96284
2025-05-14,7,기타,88.439647
2025-05-14,7,신재생(기타),163.787575
2025-05-14,7,신재생(태양광),20.640712
2025-05-14,7,신재생(풍력),1.692229
2025-05-14,8,LNG,103.2773
2025-05-14,8,기타,83.252061
2025-05-14,8,신재생(기타),163.763786
2025-05-14,8,신재생(태양광),79.244003
2025-05-14,8,신재생(풍력),2.336244
2025-05-14,9,LNG,49.93527
2025-05-14,9,기타,121.060514
2025-05-14,9,신재생(기타),163.823883
2025-05-14,9,신재생(태양광),153.773285
2025-05-14,9,신재생(풍력),3.655191
2025-05-14,10,LNG,0
2025-05-14,10,기타,162.561276
2025-05-14,10,신재생(기타),163.976565
2025-05-14,10,신재생(태양광),219.918408
2025-05-14,10,신재생(풍력),4.724158
2025-05-14,11,LNG,0
2025-05-14,11,기타,188.947549
2025-05-14,11,신재생(기타),163.901994
2025-05-14,11,신재생(태양광),273.369909
2025-05-14,11,신재생(풍력),5.905322
2025-05-14,12,LNG,0
2025-05-14,12,기타,192.821022
2025-05-14,12,신재생(기타),163.900142
2025-05-14,12,신재생(태양광),245.326019
2025-05-14,12,신재생(풍력),7.153419
2025-05-14,13,LNG,0
2025-05-14,13,기타,193.827513
2025-05-14,13,신재생(기타),163.81124
2025-05-14,13,신재생(태양광),202.464909
2025-05-14,13,신재생(풍력),7.462
2025-05-14,14,LNG,0
2025-05-14,14,기타,205.203892
2025-05-14,14,신재생(기타),163.785446
2025-05-14,14,신재생(태양광),156.727698
2025-05-14,14,신재생(풍력),7.337478
2025-05-14,15,LNG,0
2025-05-14,15,기타,224.508744
2025-05-14,15,신재생(기타),163.932046
2025-05-14,15,신재생(태양광),125.699463
2025-05-14,15,신재생(풍력),6.930778
2025-05-14,16,LNG,18.928672
2025-05-14,16,기타,219.130636
2025-05-14,16,신재생(기타),163.94993
2025-05-14,16,신재생(태양광),103.847476
2025-05-14,16,신재생(풍력),7.383466
2025-05-14,17,LNG,67.998224
2025-05-14,17,기타,225.061738
2025-05-14,17,신재생(기타),163.736239
2025-05-14,17,신재생(태양광),65.848868
2025-05-14,17,신재생(풍력),10.019332
2025-05-14,18,LNG,70.949984
2025-05-14,18,기타,227.467421
2025-05-14,18,신재생(기타),163.825118
2025-05-14,18,신재생(태양광),39.617334
2025-05-14,18,신재생(풍력),10.308772
2025-05-14,19,LNG,81.793782
2025-05-14,19,기타,220.694189
2025-05-14,19,신재생(기타),163.858816
2025-05-14,19,신재생(태양광),19.323006
2025-05-14,19,신재생(풍력),8.942634
2025-05-14,20,LNG,119.591486
2025-05-14,20,기타,238.89067
2025-05-14,20,신재생(기타),163.754304
2025-05-14,20,신재생(태양광),2.71454
2025-05-14,20,신재생(풍력),8.839968
2025-05-14,21,LNG,146.503798
2025-05-14,21,기타,224.810267
2025-05-14,21,신재생(기타),163.66675
2025-05-14,21,신재생(태양광),1.342628
2025-05-14,21,신재생(풍력),6.154746
2025-05-14,22,LNG,95.764732
2025-05-14,22,기타,186.663737
2025-05-14,22,신재생(기타),163.676405
2025-05-14,22,신재생(태양광),0.328908
2025-05-14,22,신재생(풍력),7.527862
2025-05-14,23,LNG,95.80284
2025-05-14,23,기타,189.038887
2025-05-14,23,신재생(기타),163.816774
2025-05-14,23,신재생(태양광),0.00024
2025-05-14,23,신재생(풍력),8.382521
2025-05-14,24,LNG,91.94871
2025-05-14,24,기타,200.918183
2025-05-14,24,신재생(기타),163.868664
2025-05-14,24,신재생(태양광),0.000216
2025-05-14,24,신재생(풍력),9.622981
2025-05-15,1,LNG,95.18754
2025-05-15,1,기타,204.392897
2025-05-15,1,신재생(기타),163.730889
2025-05-15,1,신재생(태양광),0.000256
2025-05-15,1,신재생(풍력),9.793155
2025-05-15,2,LNG,95.79549
2025-05-15,2,기타,204.096515
2025-05-15,2,신재생(기타),163.65959
2025-05-15,2,신재생(태양광),0.000248
2025-05-15,2,신재생(풍력),8.325581
2025-05-15,3,LNG,82.8366
2025-05-15,3,기타,232.509805
2025-05-15,3,신재생(기타),163.836136
2025-05-15,3,신재생(태양광),0.0004
2025-05-15,3,신재생(풍력),11.711703
2025-05-15,4,LNG,5.69478
2025-05-15,4,기타,242.432346
2025-05-15,4,신재생(기타),163.767888
2025-05-15,4,신재생(태양광),0.000472
2025-05-15,4,신재생(풍력),10.480551
2025-05-15,5,LNG,0
2025-05-15,5,기타,168.619718
2025-05-15,5,신재생(기타),163.707956
2025-05-15,5,신재생(태양광),0.0004
2025-05-15,5,신재생(풍력),6.707059
2025-05-15,6,LNG,0
2025-05-15,6,기타,162.212295
2025-05-15,6,신재생(기타),163.79059
2025-05-15,6,신재생(태양광),0.116644
2025-05-15,6,신재생(풍력),3.510235
2025-05-15,7,LNG,13.059088
2025-05-15,7,기타,183.529516
2025-05-15,7,신재생(기타),163.688781
2025-05-15,7,신재생(태양광),8.695173
2025-05-15,7,신재생(풍력),5.224772
2025-05-15,8,LNG,68.15648
2025-05-15,8,기타,200.389305
2025-05-15,8,신재생(기타),163.643909
2025-05-15,8,신재생(태양광),32.143635
2025-05-15,8,신재생(풍력),5.55648
2025-05-15,9,LNG,71.226736
2025-05-15,9,기타,192.075837
2025-05-15,9,신재생(기타),163.649086
2025-05-15,9,신재생(태양광),64.185637
2025-05-15,9,신재생(풍력),3.683615
2025-05-15,10,LNG,71.209488
2025-05-15,10,기타,177.290025
2025-05-15,10,신재생(기타),164.00898
2025-05-15,10,신재생(태양광),81.209347
2025-05-15,10,신재생(풍력),2.672013
2025-05-15,11,LNG,71.187424
2025-05-15,11,기타,166.918698
2025-05-15,11,신재생(기타),163.953398
2025-05-15,11,신재생(태양광),66.603528
2025-05-15,11,신재생(풍력),4.88533
2025-05-15,12,LNG,71.241968
2025-05-15,12,기타,160.661242
2025-05-15,12,신재생(기타),163.792355
2025-05-15,12,신재생(태양광),55.954151
2025-05-15,12,신재생(풍력),2.919031
2025-05-15,13,LNG,71.22248
2025-05-15,13,기타,171.402856
2025-05-15,13,신재생(기타),163.760096
2025-05-15,13,신재생(태양광),55.532958
2025-05-15,13,신재생(풍력),3.228388
2025-05-15,14,LNG,71.204448
2025-05-15,14,기타,190.510334
2025-05-15,14,신재생(기타),163.768646
2025-05-15,14,신재생(태양광),63.427769
2025-05-15,14,신재생(풍력),5.677745
2025-05-15,15,LNG,71.026032
2025-05-15,15,기타,144.300824
2025-05-15,15,신재생(기타),163.737746
2025-05-15,15,신재생(태양광),73.416095
2025-05-15,15,신재생(풍력),6.99413
2025-05-15,16,LNG,74.802952
2025-05-15,16,기타,113.837339
2025-05-15,16,신재생(기타),163.736982
2025-05-15,16,신재생(태양광),48.363681
2025-05-15,16,신재생(풍력),1.198338
2025-05-15,17,LNG,90.379114
2025-05-15,17,기타,101.86066
2025-05-15,17,신재생(기타),163.805078
2025-05-15,17,신재생(태양광),41.011713
2025-05-15,17,신재생(풍력),0.69804
2025-05-15,18,LNG,130.050256
2025-05-15,18,기타,74.988439
2025-05-15,18,신재생(기타),164.430976
2025-05-15,18,신재생(태양광),21.609123
2025-05-15,18,신재생(풍력),1.206529
2025-05-15,19,LNG,163.474346
2025-05-15,19,기타,79.565451
2025-05-15,19,신재생(기타),163.813923
2025-05-15,19,신재생(태양광),11.7082
2025-05-15,19,신재생(풍력),1.590232
2025-05-15,20,LNG,165.383806
2025-05-15,20,기타,66.971877
2025-05-15,20,신재생(기타),163.735648
2025-05-15,20,신재생(태양광),1.207281
2025-05-15,20,신재생(풍력),1.068984
2025-05-15,21,LNG,166.144356
2025-05-15,21,기타,65.676151
2025-05-15,21,신재생(기타),163.914476
2025-05-15,21,신재생(태양광),0.11262
2025-05-15,21,신재생(풍력),2.554652
2025-05-15,22,LNG,166.026532
2025-05-15,22,기타,57.633002
2025-05-15,22,신재생(기타),163.82837
2025-05-15,22,신재생(태양광),0.000272
2025-05-15,22,신재생(풍력),2.165827
2025-05-15,23,LNG,166.02824
2025-05-15,23,기타,81.658082
2025-05-15,23,신재생(기타),163.051774
2025-05-15,23,신재생(태양광),0.00024
2025-05-15,23,신재생(풍력),5.103037
2025-05-15,24,LNG,165.941706
2025-05-15,24,기타,126.483102
2025-05-15,24,신재생(기타),118.775184
2025-05-15,24,신재생(태양광),0.000232
2025-05-15,24,신재생(풍력),8.491349
2025-05-16,1,LNG,165.292176
2025-05-16,1,기타,138.016526
2025-05-16,1,신재생(기타),104.359506
2025-05-16,1,신재생(태양광),0.000272
2025-05-16,1,신재생(풍력),8.718892
2025-05-16,2,LNG,90.598508
2025-05-16,2,기타,153.460865
2025-05-16,2,신재생(기타),104.394985
2025-05-16,2,신재생(태양광),0.00028
2025-05-16,2,신재생(풍력),5.50452
2025-05-16,3,LNG,71.742272
2025-05-16,3,기타,120.625158
2025-05-16,3,신재생(기타),104.369133
2025-05-16,3,신재생(태양광),0.00028
2025-05-16,3,신재생(풍력),4.029247
2025-05-16,4,LNG,71.745856
2025-05-16,4,기타,83.480674
2025-05-16,4,신재생(기타),104.30141
2025-05-16,4,신재생(태양광),0.000304
2025-05-16,4,신재생(풍력),2.312385
2025-05-16,5,LNG,71.735664
2025-05-16,5,기타,92.340875
2025-05-16,5,신재생(기타),104.297162
2025-05-16,5,신재생(태양광),0.009376
2025-05-16,5,신재생(풍력),2.487391
2025-05-16,6,LNG,71.724128
2025-05-16,6,기타,57.988321
2025-05-16,6,신재생(기타),104.255343
2025-05-16,6,신재생(태양광),0.135144
2025-05-16,6,신재생(풍력),0.809557
2025-05-16,7,LNG,74.952052
2025-05-16,7,기타,78.847262
2025-05-16,7,신재생(기타),104.351063
2025-05-16,7,신재생(태양광),3.912742
2025-05-16,7,신재생(풍력),2.075616
2025-05-16,8,LNG,88.14281
2025-05-16,8,기타,97.033564
2025-05-16,8,신재생(기타),105.936709
2025-05-16,8,신재생(태양광),11.043836
2025-05-16,8,신재생(풍력),3.401395
2025-05-16,9,LNG,129.33606
2025-05-16,9,기타,90.651166
2025-05-16,9,신재생(기타),120.087508
2025-05-16,9,신재생(태양광),20.505051
2025-05-16,9,신재생(풍력),2.950515
2025-05-16,10,LNG,180.032048
2025-05-16,10,기타,84.836318
2025-05-16,10,신재생(기타),132.484772
2025-05-16,10,신재생(태양광),16.67274
2025-05-16,10,신재생(풍력),3.602464
2025-05-16,11,LNG,215.20583
2025-05-16,11,기타,68.543974
2025-05-16,11,신재생(기타),129.405048
2025-05-16,11,신재생(태양광),19.903558
2025-05-16,11,신재생(풍력),4.691179
2025-05-16,12,LNG,242.646026
2025-05-16,12,기타,86.533359
2025-05-16,12,신재생(기타),106.793074
2025-05-16,12,신재생(태양광),22.393697
2025-05-16,12,신재생(풍력),3.382472
2025-05-16,13,LNG,242.050592
2025-05-16,13,기타,125.193469
2025-05-16,13,신재생(기타),104.243158
2025-05-16,13,신재생(태양광),27.876757
2025-05-16,13,신재생(풍력),5.86447
2025-05-16,14,LNG,264.380732
2025-05-16,14,기타,183.721681
2025-05-16,14,신재생(기타),104.316986
2025-05-16,14,신재생(태양광),21.87133
2025-05-16,14,신재생(풍력),9.444933
2025-05-16,15,LNG,218.085112
2025-05-16,15,기타,284.510407
2025-05-16,15,신재생(기타),104.45256
2025-05-16,15,신재생(태양광),11.198706
2025-05-16,15,신재생(풍력),11.637337
2025-05-16,16,LNG,217.479724
2025-05-16,16,기타,284.97685
2025-05-16,16,신재생(기타),104.349118
2025-05-16,16,신재생(태양광),8.421293
2025-05-16,16,신재생(풍력),11.76115
2025-05-16,17,LNG,227.211432
2025-05-16,17,기타,276.262294
2025-05-16,17,신재생(기타),104.336429
2025-05-16,17,신재생(태양광),7.49889
2025-05-16,17,신재생(풍력),12.650546
2025-05-16,18,LNG,242.803414
2025-05-16,18,기타,256.335426
2025-05-16,18,신재생(기타),104.291551
2025-05-16,18,신재생(태양광),7.323511
2025-05-16,18,신재생(풍력),9.536566
2025-05-16,19,LNG,248.38086
2025-05-16,19,기타,249.28588
2025-05-16,19,신재생(기타),104.289276
2025-05-16,19,신재생(태양광),2.550197
2025-05-16,19,신재생(풍력),8.388314
2025-05-16,20,LNG,248.511116
2025-05-16,20,기타,251.034667
2025-05-16,20,신재생(기타),104.430264
2025-05-16,20,신재생(태양광),0.228932
2025-05-16,20,신재생(풍력),8.789412
2025-05-16,21,LNG,248.567802
2025-05-16,21,기타,256.978202
2025-05-16,21,신재생(기타),104.361888
2025-05-16,21,신재생(태양광),0.00036
2025-05-16,21,신재생(풍력),8.615727
2025-05-16,22,LNG,249.449102
2025-05-16,22,기타,245.254078
2025-05-16,22,신재생(기타),104.357442
2025-05-16,22,신재생(태양광),0.000368
2025-05-16,22,신재생(풍력),8.816656
2025-05-16,23,LNG,249.52046
2025-05-16,23,기타,216.481271
2025-05-16,23,신재생(기타),104.294017
2025-05-16,23,신재생(태양광),0.000384
2025-05-16,23,신재생(풍력),3.2727
2025-05-16,24,LNG,198.144422
2025-05-16,24,기타,212.458573
2025-05-16,24,신재생(기타),104.278596
2025-05-16,24,신재생(태양광),0.000376
2025-05-16,24,신재생(풍력),4.070941
2025-05-17,1,LNG,173.955656
2025-05-17,1,기타,183.504306
2025-05-17,1,신재생(기타),104.544206
2025-05-17,1,신재생(태양광),0.000384
2025-05-17,1,신재생(풍력),6.904587
2025-05-17,2,LNG,117.47008
2025-05-17,2,기타,188.810626
2025-05-17,2,신재생(기타),104.544613
2025-05-17,2,신재생(태양광),0.000336
2025-05-17,2,신재생(풍력),6.123043
2025-05-17,3,LNG,65.419536
2025-05-17,3,기타,107.490642
2025-05-17,3,신재생(기타),104.522204
2025-05-17,3,신재생(태양광),0.000392
2025-05-17,3,신재생(풍력),9.147003
2025-05-17,4,LNG,65.222192
2025-05-17,4,기타,72.747985
2025-05-17,4,신재생(기타),104.55945
2025-05-17,4,신재생(태양광),0.000384
2025-05-17,4,신재생(풍력),10.760624
2025-05-17,5,LNG,65.216368
2025-05-17,5,기타,50.425703
2025-05-17,5,신재생(기타),104.592054
2025-05-17,5,신재생(태양광),0.000384
2025-05-17,5,신재생(풍력),8.671393
2025-05-17,6,LNG,76.07712
2025-05-17,6,기타,42.292967
2025-05-17,6,신재생(기타),107.706142
2025-05-17,6,신재생(태양광),0.584198
2025-05-17,6,신재생(풍력),5.591283
2025-05-17,7,LNG,128.411248
2025-05-17,7,기타,53.507682
2025-05-17,7,신재생(기타),104.419557
2025-05-17,7,신재생(태양광),17.868907
2025-05-17,7,신재생(풍력),7.927712
2025-05-17,8,LNG,123.607344
2025-05-17,8,기타,60.968699
2025-05-17,8,신재생(기타),104.464602
2025-05-17,8,신재생(태양광),73.178259
2025-05-17,8,신재생(풍력),7.48546
2025-05-17,9,LNG,74.294752
2025-05-17,9,기타,55.307825
2025-05-17,9,신재생(기타),104.222957
2025-05-17,9,신재생(태양광),129.792607
2025-05-17,9,신재생(풍력),3.450636
2025-05-17,10,LNG,75.475456
2025-05-17,10,기타,68.025308
2025-05-17,10,신재생(기타),104.336528
2025-05-17,10,신재생(태양광),191.232356
2025-05-17,10,신재생(풍력),1.623436
2025-05-17,11,LNG,75.301184
2025-05-17,11,기타,91.018009
2025-05-17,11,신재생(기타),104.366468
2025-05-17,11,신재생(태양광),249.042708
2025-05-17,11,신재생(풍력),1.568493
2025-05-17,12,LNG,75.90016
2025-05-17,12,기타,87.543692
2025-05-17,12,신재생(기타),104.255186
2025-05-17,12,신재생(태양광),214.135459
2025-05-17,12,신재생(풍력),2.156522
2025-05-17,13,LNG,75.430432
2025-05-17,13,기타,91.094728
2025-05-17,13,신재생(기타),104.251902
2025-05-17,13,신재생(태양광),252.862134
2025-05-17,13,신재생(풍력),1.909863
2025-05-17,14,LNG,74.988928
2025-05-17,14,기타,97.053268
2025-05-17,14,신재생(기타),104.316525
2025-05-17,14,신재생(태양광),270.240692
2025-05-17,14,신재생(풍력),1.901983
2025-05-17,15,LNG,74.32992
2025-05-17,15,기타,84.101286
2025-05-17,15,신재생(기타),104.330826
2025-05-17,15,신재생(태양광),259.340055
2025-05-17,15,신재생(풍력),2.601047
2025-05-17,16,LNG,75.539072
2025-05-17,16,기타,55.143208
2025-05-17,16,신재생(기타),104.427708
2025-05-17,16,신재생(태양광),134.539989
2025-05-17,16,신재생(풍력),1.319146
2025-05-17,17,LNG,89.77332
2025-05-17,17,기타,55.595912
2025-05-17,17,신재생(기타),104.376792
2025-05-17,17,신재생(태양광),105.629109
2025-05-17,17,신재생(풍력),0.271596
2025-05-17,18,LNG,131.024446
2025-05-17,18,기타,45.635397
2025-05-17,18,신재생(기타),105.356101
2025-05-17,18,신재생(태양광),65.956703
2025-05-17,18,신재생(풍력),0.20646
2025-05-17,19,LNG,192.773406
2025-05-17,19,기타,34.492213
2025-05-17,19,신재생(기타),116.530923
2025-05-17,19,신재생(태양광),27.354482
2025-05-17,19,신재생(풍력),0.234283
2025-05-17,20,LNG,245.167776
2025-05-17,20,기타,22.214789
2025-05-17,20,신재생(기타),128.097317
2025-05-17,20,신재생(태양광),4.849718
2025-05-17,20,신재생(풍력),0.66722
2025-05-17,21,LNG,269.164728
2025-05-17,21,기타,31.235324
2025-05-17,21,신재생(기타),105.988642
2025-05-17,21,신재생(태양광),1.752684
2025-05-17,21,신재생(풍력),1.624533
2025-05-17,22,LNG,275.747374
2025-05-17,22,기타,40.706086
2025-05-17,22,신재생(기타),104.381642
2025-05-17,22,신재생(태양광),1.031428
2025-05-17,22,신재생(풍력),3.773532
2025-05-17,23,LNG,293.588568
2025-05-17,23,기타,42.147092
2025-05-17,23,신재생(기타),104.369636
2025-05-17,23,신재생(태양광),0.17248
2025-05-17,23,신재생(풍력),3.419799
2025-05-17,24,LNG,266.277998
2025-05-17,24,기타,44.531181
2025-05-17,24,신재생(기타),104.255854
2025-05-17,24,신재생(태양광),0.000304
2025-05-17,24,신재생(풍력),5.184984
2025-05-18,1,LNG,238.358862
2025-05-18,1,기타,45.3269
2025-05-18,1,신재생(기타),104.529524
2025-05-18,1,신재생(태양광),0.000352
2025-05-18,1,신재생(풍력),8.066545
2025-05-18,2,LNG,218.231258
2025-05-18,2,기타,33.154199
2025-05-18,2,신재생(기타),104.357589
2025-05-18,2,신재생(태양광),0.000524
2025-05-18,2,신재생(풍력),7.933089
2025-05-18,3,LNG,217.607404
2025-05-18,3,기타,58.310919
2025-05-18,3,신재생(기타),104.331422
2025-05-18,3,신재생(태양광),0.000352
2025-05-18,3,신재생(풍력),7.79507
2025-05-18,4,LNG,217.704522
2025-05-18,4,기타,87.461952
2025-05-18,4,신재생(기타),104.497329
2025-05-18,4,신재생(태양광),0.000368
2025-05-18,4,신재생(풍력),7.283502
2025-05-18,5,LNG,217.527492
2025-05-18,5,기타,79.954061
2025-05-18,5,신재생(기타),104.408852
2025-05-18,5,신재생(태양광),0.000352
2025-05-18,5,신재생(풍력),6.776164
